url,owner,Project,main language,stars
https://github.com/zylon-ai/private-gpt,,,Python,52.3k
https://github.com/ageitgey/face_recognition,,,Python,52k
https://github.com/sherlock-project/sherlock,,,Python,51.7k
https://github.com/psf/requests,,,Python,51.4k
https://github.com/abi/screenshot-to-code,,,Python,51.4k
https://github.com/scrapy/scrapy,,,Python,51.2k
https://github.com/CorentinJ/Real-Time-Voice-Cloning,,,Python,51k
https://github.com/gpt-engineer-org/gpt-engineer,,,Python,50.8k
https://github.com/rails/rails,,,Ruby,55k
https://github.com/jekyll/jekyll,,,Ruby,48.4k
https://github.com/mastodon/mastodon,,,Ruby,46.1k
https://github.com/huginn/huginn,,,Ruby,41.8k
https://github.com/discourse/discourse,,,Ruby,40.7k
https://github.com/Homebrew/brew,,,Ruby,39.7k
https://github.com/fastlane/fastlane,,,Ruby,38.7k
https://github.com/rapid7/metasploit-framework,,,Ruby,32.9k
https://github.com/maybe-finance/maybe,,,Ruby,27k
https://github.com/hashicorp/vagrant,,,Ruby,25.9k
https://github.com/heartcombo/devise,,,Ruby,23.8k
https://github.com/gitlabhq/gitlabhq,,,Ruby,23.6k
https://github.com/ruby/ruby,,,Ruby,21.6k
https://github.com/Homebrew/homebrew-cask,,,Ruby,20.6k
https://github.com/chatwoot/chatwoot,,,Ruby,18.8k
https://github.com/CocoaPods/CocoaPods,,,Ruby,14.4k
https://github.com/postalserver/postal,,,Ruby,14.2k
https://github.com/mame/quine-relay,,,Ruby,13.8k
https://github.com/diaspora/diaspora,,,Ruby,13.4k
https://github.com/Homebrew/homebrew-core,,,Ruby,13.3k
https://github.com/sidekiq/sidekiq,,,Ruby,13k
https://github.com/spree/spree,,,Ruby,12.7k
https://github.com/capistrano/capistrano,,,Ruby,12.7k
https://github.com/fluent/fluentd,,,Ruby,12.6k
https://github.com/rubocop/rubocop,,,Ruby,12.5k
https://github.com/tmuxinator/tmuxinator,,,Ruby,12.5k
https://github.com/sinatra/sinatra,,,Ruby,12.1k
https://github.com/github-linguist/linguist,,,Ruby,11.9k
https://github.com/faker-ruby/faker,,,Ruby,11.2k
https://github.com/jordansissel/fpm,,,Ruby,11.1k
https://github.com/rust-lang/rust,,,Rust,93.5k
https://github.com/denoland/deno,,,Rust,93.1k
https://github.com/tauri-apps/tauri,,,Rust,78k
https://github.com/rustdesk/rustdesk,,,Rust,64.8k
https://github.com/FuelLabs/sway,,,Rust,63.1k
https://github.com/FuelLabs/fuel-core,,,Rust,58.8k
https://github.com/alacritty/alacritty,,,Rust,53.2k
https://github.com/lencx/ChatGPT,,,Rust,48.2k
https://github.com/sharkdp/bat,,,Rust,46.9k
https://github.com/BurntSushi/ripgrep,,,Rust,45.3k
https://github.com/FuelLabs/fuels-rs,,,Rust,44.6k
https://github.com/meilisearch/meilisearch,,,Rust,43.6k
https://github.com/meilisearch/meilisearch,,,Rust,43.6k
https://github.com/starship/starship,,,Rust,41.2k
https://github.com/zed-industries/zed,,,Rust,34.3k
https://github.com/dani-garcia/vaultwarden,,,Rust,33.5k
https://github.com/lapce/lapce,,,Rust,33.2k
https://github.com/bevyengine/bevy,,,Rust,32.7k
https://github.com/sharkdp/fd,,,Rust,31.9k
https://github.com/helix-editor/helix,,,Rust,30.3k
https://github.com/nushell/nushell,,,Rust,30.3k
https://github.com/swc-project/swc,,,Rust,30.1k
https://github.com/typst/typst,,,Rust,28.7k
https://github.com/influxdata/influxdb,,,Rust,27.9k
https://github.com/astral-sh/ruff,,,Rust,27.1k
https://github.com/pola-rs/polars,,,Rust,26.6k
https://github.com/surrealdb/surrealdb,,,Rust,25.7k
https://github.com/vercel/turbo,,,Rust,25.1k
https://github.com/tokio-rs/tokio,,,Rust,24.9k
https://github.com/fish-shell/fish-shell,,,Rust,24.7k
https://github.com/twitter/the-algorithm,,,Scala,61.5k
https://github.com/apache/spark,,,Scala,38.5k
https://github.com/prisma/prisma1,,,Scala,16.6k
https://github.com/lichess-org/lila,,,Scala,14.7k
https://github.com/scala/scala,,,Scala,14.3k
https://github.com/akka/akka,,,Scala,12.9k
https://github.com/apache/predictionio,,,Scala,12.5k
https://github.com/playframework/playframework,,,Scala,12.5k
https://github.com/yahoo/CMAK,,,Scala,11.7k
https://github.com/rtyley/bfg-repo-cleaner,,,Scala,10.7k
https://github.com/gitbucket/gitbucket,,,Scala,9.1k
https://github.com/twitter/finagle,,,Scala,8.7k
https://github.com/twitter-archive/snowflake,,,Scala,7.6k
https://github.com/enso-org/enso,,,Scala,7.3k
https://github.com/delta-io/delta,,,Scala,7k
https://github.com/lhartikk/ArnoldC,,,Scala,6.7k
https://github.com/apache/openwhisk,,,Scala,6.4k
https://github.com/gatling/gatling,,,Scala,6.3k
https://github.com/guardian/frontend,,,Scala,5.8k
https://github.com/scala/scala3,,,Scala,5.7k
https://github.com/linkerd/linkerd,,,Scala,5.3k
https://github.com/typelevel/cats,,,Scala,5.2k
https://github.com/microsoft/SynapseML,,,Scala,5k
https://github.com/sbt/sbt,,,Scala,4.8k
https://github.com/scalaz/scalaz,,,Scala,4.7k
https://github.com/scala-js/scala-js,,,Scala,4.5k
https://github.com/scala-native/scala-native,,,Scala,4.4k
https://github.com/mesosphere/marathon,,,Scala,4.1k
https://github.com/zio/zio,,,Scala,4k
https://github.com/twitter-archive/diffy,,,Scala,3.8k
https://github.com/Alamofire/Alamofire,Alamofire,Alamofire,Swift,40.6k
https://github.com/iina/iina,iina,iina,Swift,36.5k
https://github.com/shadowsocks/ShadowsocksX-NG,shadowsocks,ShadowsocksX-NG,Swift,32.2k
https://github.com/ChartsOrg/Charts,ChartsOrg,Charts,Swift,27.3k
https://github.com/MonitorControl/MonitorControl,MonitorControl,MonitorControl,Swift,26.3k
https://github.com/airbnb/lottie-ios,airbnb,lottie-ios,Swift,25.3k
https://github.com/rxhanson/Rectangle,rxhanson,Rectangle,Swift,24.7k
https://github.com/utmapp/UTM,utmapp,UTM,Swift,24.5k
https://github.com/ReactiveX/RxSwift,Reactive,RxSwift,Swift,24.2k
https://github.com/vapor/vapor,vapor,vapor,Swift,23.8k
https://github.com/onevcat/Kingfisher,onevcat,Kingfisher,Swift,22.9k
https://github.com/SwiftyJSON/SwiftyJSON,SwiftyJSON,SwiftyJSON,Swift,22.5k
https://github.com/exelban/stats,exelban,stats,Swift,22.3k
https://github.com/HeroTransitions/Hero,HeroTransitions,Hero,Swift,21.8k
https://github.com/JohnCoates/Aerial,JhonCoates,Aerial,Swift,20.8k
https://github.com/CodeEditApp/CodeEdit,CodeEditApp,CodeEdit,Swift,20.3k
https://github.com/ReactiveCocoa/ReactiveCocoa,ReactiveCocoa,ReactiveCocoa,Swift,19.9k
https://github.com/SnapKit/SnapKit,Snaplayout,SnapKit,Swift,19.8k
https://github.com/realm/SwiftLint,realm,SwiftLint,Swift,18.4k
https://github.com/hackiftekhar/IQKeyboardManager,hackiftekhar,IQKeyboardManager,Swift,16k
https://github.com/OpenEmu/OpenEmu,OpenEmu,OpenEmu,Swift,15.8k
https://github.com/Moya/Moya,Moya,Moya,Swift,15k
https://github.com/Carthage/Carthage,Carthage,Carthage,Swift,14.9k
https://github.com/ianyh/Amethyst,ianyh,Amethyst,Swift,14.2k
https://github.com/MengTo/Spring,MengTo,Spring,Swift,14.1k
https://github.com/PerfectlySoft/Perfect,PerfectlySoft,Perfect,Swift,13.8k
https://github.com/Caldis/Mos,Calds,Mos,Swift,13.7k
https://github.com/Juanpe/SkeletonView,Juanpe,SkeletonView,Swift,12.4k
https://github.com/mozilla-mobile/firefox-ios,mozilla-mobile,firefox-ios,Swift,12k
https://github.com/CosmicMind/Material,CosmicMind,Material,Swift,12k
https://github.com/vuejs/vue,vuejs,vue,TypeScript,207k
https://github.com/microsoft/vscode,microsoft,vscode,TypeScript,159k
https://github.com/microsoft/TypeScript,microsoft,TypeScript,TypeScript,98.3k
https://github.com/angular/angular,angular,angula,TypeScript,94.7k
https://github.com/mui/material-ui,mui,material-ui,TypeScript,91.8k
https://github.com/ant-design/ant-design,ant-design,ant-design,TypeScript,90.4k
https://github.com/puppeteer/puppeteer,puppeteer,puppeteer,TypeScript,87k
https://github.com/tailwindlabs/tailwindcss,tailwindlabs,tailwindlabs,TypeScript,78.9k
https://github.com/excalidraw/excalidraw,excalidraw,excalidraw,TypeScript,74k
https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web,ChatGPTNextWeb,ChatGPT-Next-Web,TypeScript,69.8k
https://github.com/supabase/supabase,supabase,supabase,TypeScript,66.8k
https://github.com/coder/code-server,coder,code-server,TypeScript,65.7k
https://github.com/vitejs/vite,vitejs,vite,TypeScript,65.1k
https://github.com/nestjs/nest,nestjs,nest,TypeScript,64.7k
https://github.com/microsoft/playwright,microsoft,playwright,TypeScript,62.2k
https://github.com/grafana/grafana,grafana,grafana,TypeScript,60.7k
https://github.com/hoppscotch/hoppscotch,hoppscotch,hoppscotch,TypeScript,60.5k
https://github.com/reduxjs/redux,reduxjs,redux,TypeScript,60.5k
https://github.com/socketio/socket.io,socketio,socket.io,TypeScript,60.3k
https://github.com/apache/superset,apache,superset,TypeScript,59.4k
https://github.com/apache/echarts,apache,echarts,TypeScript,59.1k
https://github.com/Eugeny/tabby,Eugeny,tabby,TypeScript,55.7k
https://github.com/nuxt/nuxt,nuxt,nuxt,TypeScript,52.3k
https://github.com/ionic-team/ionic-framework,ionic-framework,ionic-team,TypeScript,50.5k
https://github.com/vuejs/core,vuejs,core,TypeScript,44.9k
https://github.com/FuelLabs/fuels-ts,FuelLabs,fuels-ts,TypeScript,44.6k
https://github.com/jestjs/jest,jestjs,jest,TypeScript,43.6k
https://github.com/pmndrs/zustand,pmndrs,zustand,TypeScript,43.1k
https://github.com/babel/babel,babel,babel,TypeScript,43k
https://github.com/nocodb/nocodb,nocedb,nocodb,TypeScript,42.9k
